,ICD9,counts,frequency,description
3457,596.7,10,0.00018965975040776846,Hemorrhage into bladder wall
3458,802.9,10,0.00018965975040776846,Other facial bones open fracture
3459,533.70,10,0.00018965975040776846,"Chronic peptic ulcer of unspecified site without mention of hemorrhage or perforation, without mention of obstruction"
3460,V06.1,10,0.00018965975040776846,Need for prophylactic vaccination with combined diphtheria-tetanus-pertussis [DTP] [DTaP] vaccine
3461,742.9,10,0.00018965975040776846,"Unspecified congenital anomaly of brain, spinal cord, and nervous system"
3462,45.34,10,0.00018965975040776846,"Other destruction of lesion of small intestine, except duodenum"
3463,239.7,10,0.00018965975040776846,Neoplasm of unspecified nature of endocrine glands and other parts of nervous system
3464,445.02,10,0.00018965975040776846,Atheroembolism of lower extremity
3465,358.9,10,0.00018965975040776846,"Myoneural disorders, unspecified"
3466,728.0,10,0.00018965975040776846,Infective myositis
3467,968.0,10,0.00018965975040776846,Poisoning by central nervous system muscle-tone depressants
3468,525.10,10,0.00018965975040776846,"Acquired absence of teeth, unspecified"
3469,747.21,10,0.00018965975040776846,Congenital anomalies of aortic arch
3470,379.43,10,0.00018965975040776846,"Mydriasis (persistent), not due to mydriatics"
3471,862.39,10,0.00018965975040776846,Injury to other specified intrathoracic organs with open wound into cavity
3472,336.8,10,0.00018965975040776846,Other myelopathy
3473,39.23,10,0.00018965975040776846,Other intrathoracic vascular shunt or bypass
3474,88.03,10,0.00018965975040776846,Sinogram of abdominal wall
3475,520.6,10,0.00018965975040776846,Disturbances in tooth eruption
3476,780.96,10,0.00018965975040776846,Generalized pain
3477,821.29,10,0.00018965975040776846,"Other fracture of lower end of femur, closed"
3478,803.22,10,0.00018965975040776846,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
3479,757.32,10,0.00018965975040776846,Vascular hamartomas
3480,816.11,10,0.00018965975040776846,Open fracture of middle or proximal phalanx or phalanges of hand
3481,362.34,10,0.00018965975040776846,Transient retinal arterial occlusion
3482,202.40,10,0.00018965975040776846,"Leukemic reticuloendotheliosis, unspecified site, extranodal and solid organ sites"
3483,85.2,10,0.00018965975040776846,Excision or destruction of breast tissue
3484,659.61,10,0.00018965975040776846,"Other advanced maternal age, delivered, with or without mention of antepartum condition"
3485,E944.7,10,0.00018965975040776846,Uric acid metabolism drugs causing adverse effects in therapeutic use
3486,706.2,10,0.00018965975040776846,Sebaceous cyst
3487,277.1,10,0.00018965975040776846,Disorders of porphyrin metabolism
3488,154.8,10,0.00018965975040776846,"Malignant neoplasm of other sites of rectum, rectosigmoid junction, and anus"
3489,141.0,10,0.00018965975040776846,Malignant neoplasm of base of tongue
3490,766.0,10,0.00018965975040776846,Exceptionally large baby relating to long gestation
3491,255.10,10,0.00018965975040776846,"Hyperaldosteronism, unspecified"
3492,161.9,10,0.00018965975040776846,"Malignant neoplasm of larynx, unspecified"
3493,823.10,10,0.00018965975040776846,Open fracture of upper end of tibia
3494,863.0,10,0.00018965975040776846,Injury to stomach without mention of open wound into cavity
3495,372.39,10,0.00018965975040776846,Other conjunctivitis
3496,55.53,10,0.00018965975040776846,Removal of transplanted or rejected kidney
3497,304.73,10,0.00018965975040776846,"Combinations of opioid type drug with any other drug dependence, in remission"
3498,041.83,10,0.00018965975040776846,Clostridium perfringens infection in conditions classified elsewhere and of unspecified site
3499,830.0,10,0.00018965975040776846,Closed dislocation of jaw
3500,770.4,10,0.00018965975040776846,Primary atelectasis of newborn
3501,79.14,10,0.00018965975040776846,Closed reduction of fracture of phalanges of hand with internal fixation
3502,823.12,10,0.00018965975040776846,Open fracture of upper end of fibula with tibia
3503,902.41,10,0.00018965975040776846,Injury to renal artery
3504,874.4,10,0.00018965975040776846,"Open wound of pharynx, without mention of complication"
3505,81.38,10,0.00018965975040776846,"Refusion of lumbar and lumbosacral spine, posterior technique"
3506,218.2,10,0.00018965975040776846,Subserous leiomyoma of uterus
3507,748.5,10,0.00018965975040776846,"Agenesis, hypoplasia, and dysplasia of lung, congenital"
3508,438.84,10,0.00018965975040776846,Ataxia as late effect of cerebrovascular disease
3509,68.16,10,0.00018965975040776846,Closed biopsy of uterus
3510,V16.41,10,0.00018965975040776846,Family history of malignant neoplasm of ovary
3511,581.1,10,0.00018965975040776846,Nephrotic syndrome with lesion of membranous glomerulonephritis
3512,388.69,10,0.00018965975040776846,Other otorrhea
3513,V54.12,10,0.00018965975040776846,Aftercare for healing traumatic fracture of lower arm
3514,51.43,10,0.00018965975040776846,Insertion of choledochohepatic tube for decompression
3515,540.9,10,0.00018965975040776846,Acute appendicitis without mention of peritonitis
3516,47.01,10,0.00018965975040776846,Laparoscopic appendectomy
3517,851.46,10,0.00018965975040776846,"Cerebellar or brain stem contusion without mention of open intracranial wound, with loss of consciousness of unspecified duration"
3518,027.0,10,0.00018965975040776846,Listeriosis
3519,531.10,10,0.00018965975040776846,"Acute gastric ulcer with perforation, without mention of obstruction"
3520,241.9,10,0.00018965975040776846,Unspecified nontoxic nodular goiter
3521,237.71,10,0.00018965975040776846,"Neurofibromatosis, type 1 [von Recklinghausen&apos;s disease]"
3522,778.0,10,0.00018965975040776846,Hydrops fetalis not due to isoimmunization
3523,57.83,10,0.00018965975040776846,Repair of fistula involving bladder and intestine
3524,244.2,10,0.00018965975040776846,Iodine hypothyroidism
3525,79.63,10,0.00018965975040776846,Debridement of open fracture of carpals and metacarpals
3526,596.6,10,0.00018965975040776846,"Rupture of bladder, nontraumatic"
3527,903.2,10,0.00018965975040776846,Injury to radial blood vessels
3528,44.9,10,0.00018965975040776846,Other operations on stomach
3529,729.2,10,0.00018965975040776846,"Neuralgia, neuritis, and radiculitis, unspecified"
3530,562.02,10,0.00018965975040776846,Diverticulosis of small intestine with hemorrhage
3531,212.6,10,0.00018965975040776846,Benign neoplasm of thymus
3532,743.65,10,0.00018965975040776846,Specified congenital anomalies of lacrimal passages
3533,885.0,10,0.00018965975040776846,"Traumatic amputation of thumb (complete) (partial), without mention of complication"
3534,84.21,10,0.00018965975040776846,Thumb reattachment
3535,83.88,10,0.00018965975040776846,Other plastic operations on tendon
3536,447.9,10,0.00018965975040776846,Unspecified disorders of arteries and arterioles
3537,777.4,10,0.00018965975040776846,Transitory ileus of newborn
3538,816.00,10,0.00018965975040776846,"Closed fracture of phalanx or phalanges of hand, unspecified"
3539,788.63,10,0.00018965975040776846,Urgency of urination
3540,424.3,10,0.00018965975040776846,Pulmonary valve disorders
3541,721.8,10,0.00018965975040776846,Other allied disorders of spine
3542,863.1,10,0.00018965975040776846,Injury to stomach with open wound into cavity
3543,800.25,10,0.00018965975040776846,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
3544,825.23,10,0.00018965975040776846,"Fracture of cuboid bone, closed"
3545,38.63,10,0.00018965975040776846,Other excision of upper limb vessels
3546,464.00,10,0.00018965975040776846,Acute laryngitis without mention of obstruction
3547,729.82,10,0.00018965975040776846,Cramp of limb
3548,238.76,10,0.00018965975040776846,Myelofibrosis with myeloid metaplasia
3549,926.19,10,0.00018965975040776846,Crushing injury of other specified sites of trunk
3550,957.1,10,0.00018965975040776846,Injury to other specified nerve(s)
3551,691.8,10,0.00018965975040776846,Other atopic dermatitis and related conditions
3552,12.2,10,0.00018965975040776846,"Diagnostic procedures on iris, ciliary body, sclera, and anterior chamber"
3553,517.2,10,0.00018965975040776846,Lung involvement in systemic sclerosis
3554,76.39,10,0.00018965975040776846,Partial ostectomy of other facial bone
3555,E945.2,10,0.00018965975040776846,Skeletal muscle relaxants causing adverse effects in therapeutic use
3556,84.0,10,0.00018965975040776846,Amputation of upper limb
3557,44.63,10,0.00018965975040776846,Closure of other gastric fistula
3558,414.05,10,0.00018965975040776846,Coronary atherosclerosis of unspecified type of bypass graft
3559,516.0,10,0.00018965975040776846,Pulmonary alveolar proteinosis
3560,648.94,10,0.00018965975040776846,"Other current conditions classifiable elsewhere of mother, postpartum"
3561,996.41,10,0.00018965975040776846,Mechanical loosening of prosthetic joint
3562,288.09,10,0.00018965975040776846,Other neutropenia
3563,811.01,10,0.00018965975040776846,Closed fracture of acromial process of scapula
3564,958.93,10,0.00018965975040776846,Traumatic compartment syndrome of abdomen
3565,790.8,10,0.00018965975040776846,Unspecified viremia
3566,952.03,10,0.00018965975040776846,C(1)-C(4) level with central cord syndrome
3567,785.1,10,0.00018965975040776846,Palpitations
3568,21.21,10,0.00018965975040776846,Rhinoscopy
3569,524.60,10,0.00018965975040776846,"Temporomandibular joint disorders, unspecified"
3570,349.2,10,0.00018965975040776846,"Disorders of meninges, not elsewhere classified"
3571,200.30,10,0.00018965975040776846,"Marginal zone lymphoma, unspecified site, extranodal and solid organ sites"
3572,288.66,10,0.00018965975040776846,Bandemia
3573,781.6,10,0.00018965975040776846,Meningismus
3574,714.2,10,0.00018965975040776846,Other rheumatoid arthritis with visceral or systemic involvement
3575,62.3,9,0.00017069377536699161,Unilateral orchiectomy
3576,57.92,9,0.00017069377536699161,Dilation of bladder neck
3577,754.70,9,0.00017069377536699161,"Talipes, unspecified"
3578,V54.17,9,0.00017069377536699161,Aftercare for healing traumatic fracture of vertebrae
3579,904.41,9,0.00017069377536699161,Injury to popliteal artery
3580,86.62,9,0.00017069377536699161,Other skin graft to hand
3581,969.6,9,0.00017069377536699161,Poisoning by psychodysleptics [hallucinogens]
3582,806.21,9,0.00017069377536699161,Closed fracture of T(1)-T(6) level with complete lesion of cord
3583,38.04,9,0.00017069377536699161,Incision of aorta
3584,440.30,9,0.00017069377536699161,"Atherosclerosis of bypass graft of the extremities, unspecified graft"
3585,345.01,9,0.00017069377536699161,"Generalized nonconvulsive epilepsy, with intractable epilepsy"
3586,884.0,9,0.00017069377536699161,"Multiple and unspecified open wound of upper limb, without mention of complication"
3587,950.0,9,0.00017069377536699161,Optic nerve injury
3588,252.0,9,0.00017069377536699161,Hyperparathyroidism
3589,764.92,9,0.00017069377536699161,"Fetal growth retardation, unspecified, 500-749 grams"
3590,E957.1,9,0.00017069377536699161,Suicide and self-inflicted injuries by jumping from other man-made structures
3591,87.76,9,0.00017069377536699161,Retrograde cystourethrogram
3592,839.01,9,0.00017069377536699161,"Closed dislocation, first cervical vertebra"
3593,756.10,9,0.00017069377536699161,"Anomaly of spine, congenital, unspecified"
3594,803.25,9,0.00017069377536699161,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
3595,34.73,9,0.00017069377536699161,Closure of other fistula of thorax
3596,742.1,9,0.00017069377536699161,Microcephalus
3597,89.38,9,0.00017069377536699161,Other nonoperative respiratory measurements
3598,880.02,9,0.00017069377536699161,"Open wound of axillary region, without mention of complication"
3599,453.3,9,0.00017069377536699161,Embolism and thrombosis of renal vein
3600,620.8,9,0.00017069377536699161,"Other noninflammatory disorders of ovary, fallopian tube, and broad ligament"
3601,706.1,9,0.00017069377536699161,Other acne
3602,825.35,9,0.00017069377536699161,"Fracture of metatarsal bone(s), open"
3603,318.0,9,0.00017069377536699161,Moderate mental retardation
3604,762.2,9,0.00017069377536699161,Other and unspecified morphological and functional abnormalities of placenta affecting fetus or newborn
3605,755.63,9,0.00017069377536699161,Other congenital deformity of hip (joint)
3606,881.22,9,0.00017069377536699161,"Open wound of wrist, with tendon involvement"
3607,569.42,9,0.00017069377536699161,Anal or rectal pain
3608,45.41,9,0.00017069377536699161,Excision of lesion or tissue of large intestine
3609,617.9,9,0.00017069377536699161,"Endometriosis, site unspecified"
3610,996.03,9,0.00017069377536699161,Mechanical complication due to coronary bypass graft
3611,821.33,9,0.00017069377536699161,"Supracondylar fracture of femur, open"
3612,171.3,9,0.00017069377536699161,"Malignant neoplasm of connective and other soft tissue of lower limb, including hip"
3613,425.3,9,0.00017069377536699161,Endocardial fibroelastosis
3614,765.21,9,0.00017069377536699161,Less than 24 completed weeks of gestation
3615,851.01,9,0.00017069377536699161,"Cortex (cerebral) contusion without mention of open intracranial wound, with no loss of consciousness"
3616,747.49,9,0.00017069377536699161,Other anomalies of great veins
3617,526.4,9,0.00017069377536699161,Inflammatory conditions of jaw
3618,E850.8,9,0.00017069377536699161,Accidental poisoning by other specified analgesics and antipyretics
3619,77.77,9,0.00017069377536699161,Excision of tibia and fibula for graft
3620,37.97,9,0.00017069377536699161,Replacement of automatic cardioverter/defibrillator lead(s) only
3621,532.20,9,0.00017069377536699161,"Acute duodenal ulcer with hemorrhage and perforation, without mention of obstruction"
3622,543.9,9,0.00017069377536699161,Other and unspecified diseases of appendix
3623,287.9,9,0.00017069377536699161,Unspecified hemorrhagic conditions
3624,746.2,9,0.00017069377536699161,Ebstein&apos;s anomaly
3625,626.8,9,0.00017069377536699161,Other disorders of menstruation and other abnormal bleeding from female genital tract
3626,802.38,9,0.00017069377536699161,"Body of mandible of other and unspecified part, open fracture"
3627,344.01,9,0.00017069377536699161,"C(1)-C(4) quadriplegia and quadriparesis, complete"
3628,269.9,9,0.00017069377536699161,Unspecified nutritional deficiency
3629,716.95,9,0.00017069377536699161,"Arthropathy unspecified, involving pelvic region and thigh"
3630,52.0,9,0.00017069377536699161,Pancreatotomy
3631,704.00,9,0.00017069377536699161,"Alopecia, unspecified"
3632,99.03,9,0.00017069377536699161,Other transfusion of whole blood
3633,466.19,9,0.00017069377536699161,Acute bronchiolitis due to other infectious organisms
3634,37.11,9,0.00017069377536699161,Cardiotomy
3635,189.1,9,0.00017069377536699161,Malignant neoplasm of renal pelvis
3636,281.2,9,0.00017069377536699161,Folate-deficiency anemia
3637,845.00,9,0.00017069377536699161,Unspecified site of ankle sprain
3638,588.8,9,0.00017069377536699161,Other specified disorders resulting from impaired renal function
3639,368.9,9,0.00017069377536699161,Unspecified visual disturbance
3640,68.6,9,0.00017069377536699161,Radical abdominal hysterectomy
3641,438.30,9,0.00017069377536699161,Monoplegia of upper limb affecting unspecified side as late effect of cerebrovascular disease
3642,V30.1,9,0.00017069377536699161,"Single liveborn, born before admission to hospital"
3643,301.22,9,0.00017069377536699161,Schizotypal personality disorder
3644,99.82,9,0.00017069377536699161,Ultraviolet light therapy
3645,867.6,9,0.00017069377536699161,Injury to other specified pelvic organs without mention of open wound into cavity
3646,357.7,9,0.00017069377536699161,Polyneuropathy due to other toxic agents
3647,764.03,9,0.00017069377536699161,"&quot;Light-for-dates&quot; without mention of fetal malnutrition, 750-999 grams"
3648,V43.4,9,0.00017069377536699161,Blood vessel replaced by other means
3649,764.95,9,0.00017069377536699161,"Fetal growth retardation, unspecified, 1,250-1,499 grams"
3650,765.01,9,0.00017069377536699161,"Extreme immaturity, less than 500 grams"
3651,E931.3,9,0.00017069377536699161,Quinoline and hydroxyquinoline derivatives causing adverse effects in therapeutic use
3652,130.7,9,0.00017069377536699161,Toxoplasmosis of other specified sites
3653,808.53,9,0.00017069377536699161,Multiple open pelvic fractures with disruption of pelvic circle
3654,807.5,9,0.00017069377536699161,Closed fracture of larynx and trachea
3655,70.0,9,0.00017069377536699161,Culdocentesis
3656,802.28,9,0.00017069377536699161,Part of body of mandible closed fracture of other and unspecified
3657,250.33,9,0.00017069377536699161,"Diabetes mellitus with other coma, type I [juvenile type], uncontrolled"
3658,22.2,9,0.00017069377536699161,Intranasal antrotomy
3659,86.26,9,0.00017069377536699161,Ligation of dermal appendage
3660,705.83,9,0.00017069377536699161,Hidradenitis
3661,355.3,9,0.00017069377536699161,Lesion of lateral popliteal nerve
3662,338.21,9,0.00017069377536699161,Chronic pain due to trauma
3663,535.11,9,0.00017069377536699161,"Atrophic gastritis, with hemorrhage"
3664,040.0,9,0.00017069377536699161,Gas gangrene
3665,464.31,9,0.00017069377536699161,Acute epiglottitis with obstruction
3666,783.3,9,0.00017069377536699161,Feeding difficulties and mismanagement
3667,094.9,9,0.00017069377536699161,"Neurosyphilis, unspecified"
3668,133.0,9,0.00017069377536699161,Scabies
3669,483.0,9,0.00017069377536699161,Pneumonia due to Mycoplasma pneumoniae
3670,722.73,9,0.00017069377536699161,"Intervertebral disc disorder with myelopathy, lumbar region"
3671,98.14,9,0.00017069377536699161,Removal of intraluminal foreign body from larynx without incision
3672,E950.1,9,0.00017069377536699161,Suicide and self-inflicted poisoning by barbiturates
3673,214.3,9,0.00017069377536699161,Lipoma of intra-abdominal organs
3674,794.15,9,0.00017069377536699161,Nonspecific abnormal auditory function studies
3675,771.4,9,0.00017069377536699161,Omphalitis of the newborn
3676,45.33,9,0.00017069377536699161,"Local excision of lesion or tissue of small intestine, except duodenum"
3677,796.4,9,0.00017069377536699161,Other abnormal clinical findings
3678,746.7,9,0.00017069377536699161,Hypoplastic left heart syndrome
3679,344.09,9,0.00017069377536699161,Other quadriplegia and quadriparesis
3680,873.59,9,0.00017069377536699161,"Open wound of face, other and multiple sites, complicated"
3681,377.75,9,0.00017069377536699161,Cortical blindness
3682,614.3,9,0.00017069377536699161,Acute parametritis and pelvic cellulitis
3683,814.00,9,0.00017069377536699161,"Closed fracture of carpal bone, unspecified"
3684,279.4,9,0.00017069377536699161,"Autoimmune disease, not elsewhere classified"
3685,V15.09,9,0.00017069377536699161,"Other allergy, other than to medicinal agents"
3686,777.1,9,0.00017069377536699161,Meconium obstruction in fetus or newborn
3687,747.61,9,0.00017069377536699161,Congenital anomaly of gastrointestinal vessel
3688,552.00,9,0.00017069377536699161,Unilateral or unspecified femoral hernia with obstruction
3689,754.81,9,0.00017069377536699161,Pectus excavatum
3690,78.07,9,0.00017069377536699161,Bone graft of tibia and fibula
3691,995.27,9,0.00017069377536699161,Other drug allergy
3692,464.50,9,0.00017069377536699161,"Supraglottitis, unspecified without mention of obstruction"
3693,171.5,9,0.00017069377536699161,Malignant neoplasm of connective and other soft tissue of abdomen
3694,E823.2,9,0.00017069377536699161,Other motor vehicle nontraffic accident involving collision with stationary object injuring motorcyclist
3695,69.52,9,0.00017069377536699161,Aspiration curettage following delivery or abortion
3696,305.41,9,0.00017069377536699161,"Barbiturate and similarly acting sedative or hypnotic abuse, continuous use"
3697,523.9,9,0.00017069377536699161,Unspecified gingival and periodontal disease
3698,953.4,9,0.00017069377536699161,Injury to brachial plexus
3699,493.02,9,0.00017069377536699161,Extrinsic asthma with acute exacerbation
3700,863.99,9,0.00017069377536699161,Injury to other and unspecified gastrointestinal sites with open wound into cavity
3701,815.03,9,0.00017069377536699161,Closed fracture of shaft of metacarpal bone(s)
3702,415.0,9,0.00017069377536699161,Acute cor pulmonale
3703,97.61,9,0.00017069377536699161,Removal of pyelostomy and nephrostomy tube
3704,82.36,9,0.00017069377536699161,Other myectomy of hand
3705,251.5,9,0.00017069377536699161,Abnormality of secretion of gastrin
3706,76.31,9,0.00017069377536699161,Partial mandibulectomy
3707,614.0,9,0.00017069377536699161,Acute salpingitis and oophoritis
3708,V18.3,9,0.00017069377536699161,Family history of other blood disorders
3709,590.00,9,0.00017069377536699161,Chronic pyelonephritis without lesion of renal medullary necrosis
3710,312.9,9,0.00017069377536699161,Unspecified disturbance of conduct
3711,831.01,9,0.00017069377536699161,Closed anterior dislocation of humerus
3712,438.50,9,0.00017069377536699161,Other paralytic syndrome affecting unspecified side as late effect of cerebrovascular disease
3713,12.6,9,0.00017069377536699161,Scleral fistulization
3714,806.06,9,0.00017069377536699161,Closed fracture of C(5)-C(7) level with complete lesion of cord
3715,235.7,9,0.00017069377536699161,"Neoplasm of uncertain behavior of trachea, bronchus, and lung"
3716,794.4,9,0.00017069377536699161,Nonspecific abnormal results of function study of kidney
3717,191.4,9,0.00017069377536699161,Malignant neoplasm of occipital lobe
3718,40.4,9,0.00017069377536699161,Radical excision of cervical lymph nodes
3719,864.14,9,0.00017069377536699161,"Laceration of liver, major, with open wound into cavity"
3720,299.00,9,0.00017069377536699161,"Infantile autism, current or active state"
3721,369.9,9,0.00017069377536699161,Unspecified visual loss
3722,E928.3,9,0.00017069377536699161,Human bite
3723,854.06,9,0.00017069377536699161,"Intracranial injury of other and unspecified nature, without mention of open intracranial wound, with loss of consciousness of unspecified duration"
3724,388.30,9,0.00017069377536699161,"Tinnitus, unspecified"
3725,701.1,9,0.00017069377536699161,"Keratoderma, acquired"
3726,800.01,9,0.00017069377536699161,"Closed fracture of vault of skull without mention of intracranial injury, with no loss of consciousness"
3727,38.02,9,0.00017069377536699161,Incision of other vessels of head and neck
3728,195.0,9,0.00017069377536699161,"Malignant neoplasm of head, face, and neck"
3729,81.47,9,0.00017069377536699161,Other repair of knee
3730,323.82,9,0.00017069377536699161,Other causes of myelitis
3731,77.7,9,0.00017069377536699161,Excision of bone for graft
3732,958.91,9,0.00017069377536699161,Traumatic compartment syndrome of upper extremity
3733,746.83,9,0.00017069377536699161,"Infundibular pulmonic stenosis, congenital"
3734,478.22,9,0.00017069377536699161,Parapharyngeal abscess
3735,V85.23,9,0.00017069377536699161,"Body Mass Index 27.0-27.9, adult"
3736,50.14,9,0.00017069377536699161,Laparoscopic liver biopsy
3737,793.89,9,0.00017069377536699161,Other abnormal findings on radiological examination of breast
3738,78.61,8,0.00015172780032621477,"Removal of implanted device from scapula, clavicle, and thorax [ribs and sternum]"
3739,780.8,8,0.00015172780032621477,Generalized hyperhidrosis
3740,767.8,8,0.00015172780032621477,Other specified birth trauma
3741,788.43,8,0.00015172780032621477,Nocturia
3742,720.2,8,0.00015172780032621477,"Sacroiliitis, not elsewhere classified"
3743,851.42,8,0.00015172780032621477,"Cerebellar or brain stem contusion without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
3744,82.45,8,0.00015172780032621477,Other suture of other tendon of hand
3745,369.3,8,0.00015172780032621477,"Unqualified visual loss, both eyes"
3746,250.93,8,0.00015172780032621477,"Diabetes mellitus type I [insulin dependent type] [IDDM] [juvenile type], uncontrolled, with unspecified complication"
3747,793.5,8,0.00015172780032621477,Nonspecific abnormal findings on radiological and other examination of genitourinary organs
3748,30.3,8,0.00015172780032621477,Complete laryngectomy
3749,990,8,0.00015172780032621477,"Effects of radiation, unspecified"
3750,567.82,8,0.00015172780032621477,Sclerosing mesenteritis
3751,478.1,8,0.00015172780032621477,Other diseases of nasal cavity and sinuses
3752,854.05,8,0.00015172780032621477,"Intracranial injury of other and unspecified nature, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
3753,808.49,8,0.00015172780032621477,Closed fracture of other specified part of pelvis
3754,410.82,8,0.00015172780032621477,"Acute myocardial infarction, of other specified sites, subsequent episode of care"
3755,88.71,8,0.00015172780032621477,Diagnostic ultrasound of head and neck
3756,701.9,8,0.00015172780032621477,Unspecified hypertrophic and atrophic conditions of skin
3757,99.41,8,0.00015172780032621477,Administration of poliomyelitis vaccine
3758,529.0,8,0.00015172780032621477,Glossitis
3759,681.00,8,0.00015172780032621477,"Cellulitis and abscess of finger, unspecified"
3760,674.54,8,0.00015172780032621477,"Peripartum cardiomyopathy, postpartum"
3761,204.11,8,0.00015172780032621477,Chronic lymphoid leukemia in remission
3762,40.24,8,0.00015172780032621477,Excision of inguinal lymph node
3763,38.67,8,0.00015172780032621477,Other excision of abdominal veins
3764,550.12,8,0.00015172780032621477,"Bilateral inguinal hernia with obstruction, without mention gangrene (not specified as recurrent)"
3765,51.04,8,0.00015172780032621477,Other cholecystotomy
3766,867.8,8,0.00015172780032621477,Injury to unspecified pelvic organ without mention of open wound into cavity
3767,971.1,8,0.00015172780032621477,Poisoning by parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics
3768,764.94,8,0.00015172780032621477,"Fetal growth retardation, unspecified, 1,000-1,249 grams"
3769,156.9,8,0.00015172780032621477,"Malignant neoplasm of biliary tract, part unspecified"
3770,E852.8,8,0.00015172780032621477,Accidental poisoning by other specified sedatives and hypnotics
3771,E919.8,8,0.00015172780032621477,Accidents caused by other specified machinery
3772,84.22,8,0.00015172780032621477,Finger reattachment
3773,575.5,8,0.00015172780032621477,Fistula of gallbladder
3774,292.84,8,0.00015172780032621477,Drug-induced mood disorder
3775,E855.1,8,0.00015172780032621477,Accidental poisoning by other central nervous system depressants
3776,720.9,8,0.00015172780032621477,Unspecified inflammatory spondylopathy
3777,62.5,8,0.00015172780032621477,Orchiopexy
3778,383.00,8,0.00015172780032621477,Acute mastoiditis without complications
3779,303.02,8,0.00015172780032621477,"Acute alcoholic intoxication in alcoholism, episodic drinking behavior"
3780,868.02,8,0.00015172780032621477,Injury to bile duct and gallbladder without mention of open wound into cavity
3781,99.99,8,0.00015172780032621477,Other Miscellaneous procedures
3782,77.31,8,0.00015172780032621477,"Other division of scapula, clavicle, and thorax [ribs and sternum]"
3783,286.5,8,0.00015172780032621477,Hemorrhagic disorder due to intrinsic circulating anticoagulants
3784,745.69,8,0.00015172780032621477,Other endocardial cushion defects
3785,198.81,8,0.00015172780032621477,Secondary malignant neoplasm of breast
3786,252.02,8,0.00015172780032621477,"Secondary hyperparathyroidism, non-renal"
3787,863.21,8,0.00015172780032621477,Injury to duodenum without open wound into cavity
3788,223.0,8,0.00015172780032621477,"Benign neoplasm of kidney, except pelvis"
3789,96.36,8,0.00015172780032621477,Irrigation of gastrostomy or enterostomy
3790,70.77,8,0.00015172780032621477,Vaginal suspension and fixation
3791,821.30,8,0.00015172780032621477,"Fracture of lower end of femur, unspecified part, open"
3792,726.11,8,0.00015172780032621477,Calcifying tendinitis of shoulder
3793,956.3,8,0.00015172780032621477,Injury to peroneal nerve
3794,86.23,8,0.00015172780032621477,"Removal of nail, nail bed, or nail fold"
3795,V55.5,8,0.00015172780032621477,Attention to cystostomy
3796,79.17,8,0.00015172780032621477,Closed reduction of fracture of tarsals and metatarsals with internal fixation
3797,892.0,8,0.00015172780032621477,"Open wound of foot except toe(s) alone, without mention of complication"
3798,E922.9,8,0.00015172780032621477,Accident caused by unspecified firearm missile
3799,E958.8,8,0.00015172780032621477,Suicide and self-inflicted injury by other specified means
3800,715.34,8,0.00015172780032621477,"Osteoarthrosis, localized, not specified whether primary or secondary, involving hand"
3801,527.5,8,0.00015172780032621477,Sialolithiasis
3802,80.87,8,0.00015172780032621477,Other local excision or destruction of lesion of ankle joint
3803,31.93,8,0.00015172780032621477,Replacement of laryngeal or tracheal stent
3804,647.83,8,0.00015172780032621477,"Other specified infectious and parasitic diseases of mother, antepartum"
3805,666.24,8,0.00015172780032621477,"Delayed and secondary postpartum hemorrhage, postpartum"
3806,150.3,8,0.00015172780032621477,Malignant neoplasm of upper third of esophagus
3807,88.79,8,0.00015172780032621477,Other diagnostic ultrasound
3808,493.21,8,0.00015172780032621477,"Chronic obstructive asthma, with status asthmaticus"
3809,812.40,8,0.00015172780032621477,"Fracture of unspecified part of lower end of humerus, closed"
3810,E989,8,0.00015172780032621477,"Late effects of injury, undetermined whether accidentally or purposely inflicted"
3811,173.7,8,0.00015172780032621477,"Other malignant neoplasm of skin of lower limb, including hip"
3812,79.76,8,0.00015172780032621477,Closed reduction of dislocation of knee
3813,772.8,8,0.00015172780032621477,Other specified hemorrhage of fetus or newborn
3814,201.98,8,0.00015172780032621477,"Hodgkin&apos;s disease, unspecified type, involving lymph nodes of multiple sites"
3815,49.45,8,0.00015172780032621477,Ligation of hemorrhoids
3816,78.49,8,0.00015172780032621477,"Other repair or plastic operations on other bone, except facial bones"
3817,85.21,8,0.00015172780032621477,Local excision of lesion of breast
3818,79.12,8,0.00015172780032621477,Closed reduction of fracture of radius and ulna with internal fixation
3819,451.83,8,0.00015172780032621477,Phlebitis and thrombophlebitis of deep veins of upper extremities
3820,903.3,8,0.00015172780032621477,Injury to ulnar blood vessels
3821,38.83,8,0.00015172780032621477,Other surgical occlusion of upper limb vessels
3822,972.0,8,0.00015172780032621477,Poisoning by cardiac rhythm regulators
3823,26.32,8,0.00015172780032621477,Complete sialoadenectomy
